url,segment_no,cumle_icerigi,sozcuk_sayisi
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,7,Akrabaların kendi arasında yaptığı nişan merasiminden hemen sonra 4 kişinin yeni tip koronavirüs testi pozitif çıktı.,16
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,8,Bu kişiler haricinde 3 kişide daha yeni tip koronavirüs tespit edilince mahalle karantina altına alındı.,15
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,9,Mahallede yapılan nişan merasiminin bilançosu ise her geçen gün ağırlaşıyor.,10
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,10,Son gelen bilgilere göre mahallede 50 kişinin yeni tip koronavirüs testi pozitif çıktı.,13
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,11,Jandarma Giriş Çıkışları Kapattı Afşin ilçesinde nişan merasiminin yapıldığı Afşinbey Mahallesinde bulunan Boşnak Küme Evlerindeki üç ev daha Afşin Hıfzıssıhha kurulu tarafından bugün alınan karar ile karantinaya alındı.,28
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,12,Jandarma ekipleri ise karantina altına alınan Hüyüklü Mahallesine giriş ve çıkışları kapattı.,12
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,13,Hüyüklü Mahallesi ve Boşnak Küme Evlerinde uzman ekipler tarafından yapılan filyasyon test çalışmasının sürdüğü bildirildi.,15
https://www.canlihaber.com/gundem/nisan-merasiminin-bilancosu-agir-50-kisinin-testi-pozitif-cikti-h4222.html,14,Yeni tip koronavirüs testi pozitif olanlar ile virüs taşıdığından şüphe edilenlerin tedavi sürecinin Elbistan Devlet Hastanesinde sürdüğü öğrenildi.,18
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,1, Van da PKKlı teröristler tarafından Vefa Destek Grubu görevlilerini taşıyan araca saldırı düzenlendiği öğrenildi.,14
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,2,PKK lı teröristler tarafından düzenlenen saldırı sonucunda 2 kişinin hayatını kaybettiği öğrenilirken Van Valiliği nden olayla ilgili açıklama geldi.,19
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,3,"Vefa Destek Grubuna Teröristlerden Alçak Saldırı   Yeni tip koronavirüs salgını sürecinde Türkiyede sokağa çıkma kısıtlaması getirilen 65 yaş ve üstü ile kronik rahatsızlığı olan vatandaşlara yardımcı olmak amacıyla kurulan Vefa Sosyal Destek grupları Vanda teröristlerin alçak bir saldırısına uğradı.",39
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,4,Van Valiliği tarafından olayla ilgili yapılan açıklamada 14 Mayıs 2020 tarihinde pandemi tedbirleri kapsamında karantina altına alınan Özalp ilçesi Eğribelen Mahallesine Vefa Destek Grubu kapsamında 65 HD 084 plakalı araç ile yardım götürmekte olan Özalp Belediye ekiplerinin köye yardım dağıttıktan sonra ilçe merkezine döndükleri sırada Mehmetalan Mahallesi yakınlarında saatler 12.,50
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,5,00ı gösterdiği sıralarda arkalarından yaklaşan bir araç içerisinde bulunan kişi veya kişiler tarafından uzun namlulu silahlarla saldırıya uğradıkları belirtildi.,19
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,6,2 Kişi Hayatını Kaybetti Saldırıyı gerçekleştiren aracın olay yerinden kaçtığı belirtilirken saldırı sonucunda 1 belediye çalışanı ve ilçe merkezine dönerken yoldan aldıkları 1 sivil vatandaşın hayatını kaybettiği bilgisi verildi.,29
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,7,Araçta yer alan bir diğer belediye çalışanının ise saldırıdan yaralı olarak kurtulduğu ve kaldırıldığı Özalp Devlet Hastanesinde tedavi altına alındığı bilgisi aktarıldı.,22
https://www.canlihaber.com/gundem/pkkli-teroristler-vefa-destek-grubuna-saldirdi-olu-ve-yarali-h4221.html,8,Saldırganların yakalanması için bögede geniş çaplı operasyon başlatıldığı belirtilirken olayla ilgili inceleme ve soruşturma başlatıldığı da gelen bilgiler arasında yer aldı.,21
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,1, Kayseri de koronavirüsten korunmak isteyen mahalle sakinlerinin gittiği üfürükçünün virüslü olması sonucunda tüm mahalle karantina altına alındı.,17
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,2,Mahallelinin kendilerini koronavirüsten koruyacağına inandığı üfürükçüye gitmesiyle koronavirüs tüm mahalleye yayılırken Kayseri Tabip Odası vatandaşlara üfürükçüye gitmeyin uyarılarında bulundu.,19
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,3,"Üfürükçü Virüsü Tüm Mahalleye Yaydı   Kayseri Gazeteciler Cemiyeti Başkanı Veli Altınkaya olayla ilgili detayları paylaşırken tüm mahalleye virüsü üfürükçü kadının yaydığını söyledi.",22
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,4,Kişisel veriler sebebiyle ne mahalle nede üfürükçü kadının ismini açıklamayan Altınkaya bu mahallenin hala kısmi karantina uygulanan ve ilk olarak bir otobüs şoförünün virüsü bulaştırdığı bir mahalle olduğunu belirtti.,29
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,5,Şoförün virüsü bulaştırdığı isimlerden birinin de okuyup üflemesi kuvvetli bir kadın olduğunu söyleyen Altınkaya kendilerine virüsün bulaşmasını istemeyen mahalle sakinlerinden bazılarının bu kadına gitmesi üzerine virüsün tüm mahalleye yayıldığını söyledi.,30
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,6,Kayseri Gazeteciler Cemiyeti Başkanı Veli Altınkaya maske kullanmayıp tedbir almayarak okuyup üfleyen kadından medet uman vatandaşlara tepki gösterdi.,18
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,7,Tabip Odası ndan Üfürükçüye Gitmeyin Uyarısı Olayın ardından Kayseri Tabip Odası vatandaşlara Kayseri de salgın başladığından beri PCR test pozitif toplam hasta sayısının 800 PCR test pozitif vefatının 30 ve şüpheli koronavirüs vefatının 115 olduğunu belirterek tüm Kayserililere Evde Kal çağrısında bulundu.,42
https://www.canlihaber.com/gundem/yer-kayseri-koronadan-korunmak-icin-gittikleri-ufurukcu-butun-h4220.html,8,Aynı zamanda virüsün her yerde olabileceğine vurgu yapılan uyarıda salgının devam ettiği belirtilirken Üfürükçülere gitmeyin uyarılarında da bulunuldu.,18
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,1, TV8 ekranlarında 7 büyük beden kadının en tarz ve en şık olabilmek için verdiği mücadeleyi hafta içi her gün evlerinize taşıyan Doya Doya Moda da haftanın finali heyecanına ramak kala yine tarz ve şıklık yarışı ön plana çıkıyor.,38
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,2,Jüri üyelerinden en yüksek puanı almak ve en tarz olmak isteyen yarışmacılar birbirleriyle kıyasıya bir rekabet halindeyken en iyi kombini yapan yarışmacılar jüriden en yüksek puanları kapıyor.,27
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,3,"Peki Doya Doya Moda 14 Mayıs 2020 Perşembe gününün birincisi kim oldu Doya Doya Moda 14 Mayıs 2020 puan tablosu nasıl İşte detaylar… Doya Doya Moda 13 Mayıs 2020 Puanları   Doya Doya Moda nın dün ekrana gelen yeni bölümünde izleyiciler yine ekrana kilitlendi.",43
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,4,Yarışmacılar dünkü bölümde yine yaptıkları kombinlerle jüri üyelerinin karşısına geçti.,10
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,5,Oldukça başarılı bir gün geçiren yarışmacılar jüri üyelerinin beğenisini kazanmış ve tam 4 yarışmacı tam puan alarak birinciliği paylaşmıştı.,19
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,6,Bu yüksek puan alan 4 yarışmacı haricinde Emel 12 puan alırken diğer yarışmacılar günü düşük puanla tamamlamıştı.,17
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,7,Doya Doya Moda 14 Mayıs 2020 Puan Tablosu Doya Doya Moda 14 Mayıs 2020 Perşembe gününde jüri üyeleri yarışmacılara puanlarını verdi.,21
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,8,Bugünün puan tablosuna bakıldığında jüri üyeleri tarafından verilen puanlara göre Betül 13 Emel 11 Mira 13 Sündüz 8 Su 13 Tuğçe 7 ve Hanzade 14 puanın sahibi oldu.,28
https://www.canlihaber.com/eglence/doya-doya-moda-14-mayis-2020-gunun-puani-ve-birincisi-h4219.html,9,Günün sonunda 14 puanı alan Hanzade en yüksek puanla günün birincisi olurken Tuğçe ise 7 puanla gün sonunculuğuna yerleşen yarışmacı oldu.,21
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,1, Kanal D ekranlarında yayınlanan ve Fatih Ürek in muhteşem sunumuyla günsüz kuşağına renk katan yarışma Gelinim Mutfakta da haftanın finaline sadece 1 gün kala yine heyecan dorukta.,27
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,2,Bugün yayınlanan bölümde yine neler olacağı ve gün sonunda hangi gelinin birinciliği ve çeyrek altını kapacağı merakla bekleniyor.,18
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,3,Hafta içi her gün neşeli ve eğlenceli anlarıyla evlerinize konuk olan Gelinim Mutfakta nın bugünkü bölümünde yine lezzet ve rekabet konuşacak.,21
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,4,Haftanın finaline adım adım yaklaşan gelinler en yüksek puanları almak ve 5 bileziğin sahibi olmak için birbirleriyle yarış halinde.,19
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,5,"Peki Gelinim Mutfakta 14 Mayıs 2020 günün birincisi kim Gelinim Mutfakta 14 Mayıs 2020 çeyrek altın kimin oldu İşte detaylar… Mutfakta Gerginlik Had Safhada   Gelinim Mutfakta nın bugünkü yeni bölümünde yine hem renkli hem de gergin anlar evlerinize konuk olacak.",40
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,6,Haftanın finaline sadece 1 gün kalırken mutfakta gelinler arasında gerginlik tırmanıyor.,11
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,7,Yarışmacılar bu hafta elenmemek ve en güzel yemekleri yaparak en yüksek puanların sahibi olmak için çabalarken kayınvalideler ise hangi tabağın gelinlerine ait olduğunu bilmeden tadına baktıkları yemeklere tamamen şeffaf bir şekilde puan vermeye çalışırken bunun yanında damak zevkleriyle hangi tabağın gelinlerine ait olduğunu da bulmaya çalışıyorlar.,46
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,8,Gelinim Mutfakta 14 Mayıs 2020 Günün Birincisi ve Çeyrek Altının Sahibi Gelinim Mutfakta 14 Mayıs 2020 Perşembe gününde gelinlerin aldığı puanlar belli oldu.,23
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,9,Bugün yine yapılan yemeklerin tadına bakan ve hangi tabak hangi geline ait bilmeyen kayınvalideler puanlarını verdi.,16
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,10,Bugün verilen puanlara göre Kıymet 5 Neslihan 12 Elif 13 ve Hatice 15 puanın sahibi oldu.,16
https://www.canlihaber.com/eglence/gelinim-mutfakta-14-mayis-2020-gunun-birincisi-ve-ceyrek-altinin-h4218.html,11,Hatice kayınvalidelerden aldığı 15 puanla gün birincisi ve çeyrek altının kazananı olurken Kıymet ise 5 puanla son sıraya yerleşti.,19
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,1, Beşiktaş Kulübü nden yapılan son açıklamaya göre yapılan testler sonucunda 8 kişide daha koronavirüs tespit edildiği bilgisi paylaşıldı.,18
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,2,Daha önce yapılan testlerde siyah-beyazlı kulüpte 2 kişide koronavirüs bulgularına rastlanırken bugün gelen açıklama sonrasında toplam vaka sayısının 10 a yükseldiği öğrenildi.,22
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,3,1 Futbolcu ve 1 Çalışanda Koronavirüs Tespit Edilmişti Beşiktaş Kulübü tarafından 9 Mayıs tarihinde yapılan açıklamada yapılan koronavirüs testi sonucunda 1 futbolcu ve 1 çalışanda koronavirüs tespit edildiği duyurulmuş ancak isim açıklanmamıştı.,32
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,4,Koronavirüs tespit edilen futbolcu ve çalışanın hastanede tedavi altında olduğu bilgisi verilmişti.,12
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,5,Beşiktaş ta 8 Kişide Daha Koronavirüs Tespit edildi Diğer yandan Kulüp tarafından yapılan son açıklamada 13 Mayıs 2020 tarihinde Beşiktaş Nevzat Demir Tesisleri nde bütün futbolcuların teknik heyetin ve tesis çalışanlarının ikinci defa Covid-19 testinden geçtiği yapılan testler sonucunda 8 kişinin test sonucunun pozitif çıktığı duyuruldu.,46
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,6,Testi pozitif çıkan 8 kişinin takip ve tedavi sürecinin hemen başlatıldığı belirtilirken Beşiktaş ta son belirlenen vakalarla beraber toplam vaka sayısının 10 a yükseldiği belirtildi.,25
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,7,Erzurumsporda 11 Kişinin Koronavirüs Testi Pozitif Çıkmıştı Aynı zamanda dün TFF 1.,12
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,8,Lig ekiplerinden olan Büyükşehir Belediye Erzurumsporda yapılan testler sonucunda 4 ü futbolcu olmak üzere 11 kişide koronavirüs tespit edildiği aktarılmıştı.,20
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,9,Erzurumspor Kulübü tarafından yapılan açıklamada bir süre önce koronavirüs testi yapılan futbolcu ve teknik heyete ikinci bir test daha uygulandığı belirtildi.,21
https://www.canlihaber.com/spor/besiktasta-8-kiside-daha-koronavirus-tespit-edildi-toplam-vaka-h4217.html,10,Yapılan ikinci koronavirüs testi sonucunda 4ü futbolcu olmak üzere 11 kişinin test sonucu pozitif çıkarken bu kişilerin hastaneye sevklerinin sağlandığı bilgisi paylaşıldı.,22
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,1, Yeni tip koronavirüs salgını sebebiyle maske kullanımı zorunlu hale gelirken 0 ilimizde daha maskesiz sokağa çıkmanın yasaklandığı öğrenildi.,18
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,2,Salgından korunmak ve hayatı yavaş yavaş normalleştirirken salgına karşı tüm tedbirleri almak için maske kullanımı oldukça önemli.,17
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,3,Bu bağlamda alınan kararla 10 ilimizde maske kullanımı zorunlu hale getirildi.,11
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,4,İşte o iller… Kontrollü Sosyal Hayat İçin Maske Kullanmak Şart Salgının seyri değişirken Sağlık Bakanı Fahrettin Koca nın açıkladığı Kontrollü Sosyal Hayat sürecine geçişte uyulması gereken kuralların en başında maske kullanımı geliyor.,32
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,5,Bu süreç öncesinde yavaş yavaş alınan tedbirler kapsamında açılan AVM berber toplu ulaşım taksi ve kuaförlerde kullanımı zorunlu olan maskenin bazı illerde sokağa çıkıldığında da kullanılması zorunlu tutuluyor.,28
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,6,"10 İlde Maskesiz Sokağa Çıkmak Yasaklandı   Koronavirüs tedbirleri kapsamında alınan kararla Adıyaman Afyonkarahisar Aydın Balıkesir Bartın Denizli Düzce Kastamonu Muğla ve Uşak ta sokağa maskesiz çıkmak yasaklandı.",27
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,7,Maskesiz sokağa çıkmanın yasak olduğu karar kamuoyuna duyurulurken sosyal mesafe kuralına da önemle dikkat çekildi.,15
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,8,Öte yandan maskesiz sokağa çıkmanın yasaklandığı 10 ilin yanı sıra İzmir Gaziantep ve Adana gibi kentlerde büyük yoğunluk yaşanan bazı cadde ve çarşılara maskesiz adım atmanın yasaklandığı aktarıldı.,28
https://www.canlihaber.com/gundem/maskesiz-sokaga-cikmak-hangi-illerde-yasak-10-il-daha-dahil-oldu-h4216.html,9,Sağlık Bakanı Maske Konusunda Uyarmıştı Sağlık Bakanı Fahrettin Koca yaptığı açıklamalarda günlük yaşantımızda koronavirüs riskini en aza indirmek için maske ve sosyal mesafe kurallarına dikkat çekmiş ve bu iki önemli tedbirin altını çizmişti.,33
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,1, Dünya Sağlık Örgütü nden koronavirüsle ilgili korkutan bir açıklama geldi.,10
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,2,Koronavirüsün AIDS rahatsızlığına yol açan HIV virüsü gibi kalıcı olabileceğini ifade eden Dünya Sağlık Örgütü  Koronavirüs yaşamlarımızdan hiçbir zaman çekip gitmeyebilir.,21
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,3,Toplumlarımızda endemik olarak kalma riski var.,6
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,4,Bu virüse karşı en büyük umudumuz çok etkili bir aşının bulunmasıdır.,11
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,5,ifadelerine yer verdi.,3
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,6,"Salgının Kontrol Altına Alınması Uzun Bir Yol   DSÖ Genel Direktörü Tedros Adhanom Ghebreyesus tarafından Dünya Sağlık Örgütü nün İsviçre nin Cenevre kentindeki merkezinde düzenlenen basın toplantısında basın mensuplarının sorularını yanıtlayan DSÖ Acil Durumlar Programı Direktörü Mike Ryan  Koronavirüsün tıpkı HIV virüsü gibi kalıcı olma riski var.",46
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,7,Toplumlarımızda endemik bir şekilde kalabilir.,5
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,8,Dünyanın birçok ülkesi normal yaşantıya dönmek için önlemleri gevşetiyor.,9
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,9,Normal yaşama yönelik adımlar atılmaya başlandı.,6
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,10,Ancak salgının kontrol altına alınabilmesi çok uzun bir yol.,9
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,11,Yeni salgın dalgaları belirlenmeden yeni tip kornavirüsle mücadeleye yönelik tedbirler gevşetilirse halk sağlığı ve ekonomik faaliyetlerin kısır döngüsünün kendisini göstermesinden endişeliyiz.,21
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,13,Gerçekçi Olunması Önemli COVİD-19 virüsüne yönelik aşı çalışmaları hakkında da önemli bilgiler paylaşan Mike Ryan  HIV virüsü yaşamlarımızdan çekip gitmedi.,20
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,14,Ama şartlarına alıştık.,3
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,15,HIV virüsüne karşı bulduğumuz tedavi ve önleyici yöntemler sayesinde insanlar eskisi gibi HIV virüsünden korkmuyor.,15
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,16,HIV virüsü taşıyan insanlara uzun ve sağlıklı bir yaşam imkanı sağladık.,11
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,17,Ben bu noktada HIV virüsü ile koronavirüsü karşılaştırmıyorum.,8
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,18,Bana sorulursa bu konuda gerçekçi olunması çok önemli.,8
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,19,Şu an dünyada hiç kimse bu virüsün yaşamlarımızdan ne zaman gideceğine ya da yok olup olmayacağına dair kesin bir ifade kullanamaz.,21
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,20,Mevcut risk değerlendirmesinin düşmesi ise Covid-19 virüsünün kayda değer şekilde kayda alınmasına bağlı.,13
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,21,Tüm dünyanın eşit bir şekilde istifade edebileceği etkili bir aşının bulunması bu virüse karşı beslediğimiz en büyük umuttur.,18
https://www.canlihaber.com/saglik/dso-koronavirus-hiv-gibi-kalici-olabilir-diyerek-uyardi-h4215.html,22,şeklinde konuştu.,2
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,1, Tüm dünyada olduğu gibi Türkiye de de etkisini devam ettiren koronavirüs sürecinde fırsatçılık yapmak isteyenlere karşı harekete geçen Ulaştırma Bakanlığı karayoluyla yolcu taşımacılığı yapan firmalar içinde tavan ücret kararı aldı.,30
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,2,Korsan firmalara karşı harekete geçen ve krizi fırsata çevirmeye çalışanlara fırsat vermeyen Bakanlığın belirlediği tavan ücretler kilometreye göre değişiklik gösterecek ve 100 ila 500 lira arasında olacak.,27
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,3,İşte detaylar… İzmir den Van a 1000 Liraya Yolcu Taşıdılar Koronavirüs salgını sebebiyle alınan tedbirlerle beraber gelen seyahat kısıtlaması sonrasında fırsatçılar yine ortaya çıktı ve korsan taşımacılık yapan firmalar fahiş fiyatlarla yolcu taşımaya başlamıştı.,34
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,4,Son olarak İzmir den Van a 1000 liraya yolcu taşıyan bu firmalar vatandaşların isyanı ile gün yüzüne çıkmıştı.,18
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,5,Bakanlık Fırsatçılara Karşı Harekete Geçti Salgın sebebiyle alınan tedbirler sonrasında ortaya çıkan fırsatçılığa karşı Ulaştırma ve Altyapı Bakanlığı harekete geçti.,20
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,6,Bakanlık yurt içinde karayoluyla yolcu taşımacılığı yapan firmalar için tavan fiyat belirledi.,12
https://www.canlihaber.com/ekonomi/karayolu-tasimaciliginda-yeni-ucret-tarifesi-nasil-olacak-bakanlik-h4214.html,7,Bu kapsamda karayolu taşımacılığında Bakanlık tarafından belirlenen ve kilometreye göre değişecek olan tavan ücretler şu şekilde: 101-115 kilometre arası seyahatlerde 100 lira 301-350 kilometre arası seyahatlerde 150 lira 901-1000 kilometre arası seyahatlerde 250 lira 2 bin bir ve üstü mesafelerde 500 lira Hangi Tarihe Kadar Geçerli Olacak Karayolu taşımacılığında Ulaştırma ve Altyapı Bakanlığı tarafından belirlenen bu tavan ücretlerin 31 Temmuz 2020 tarihine kadar geçerli olacağı belirtilirken çocuklar ve engelliler için geçerli olan indirimlerin uygulamasına devam edileceği bilgisi verildi.,79
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,1, T3 Vakfı Mütevelli Heyeti Başkanı Selçuk Bayraktar T3 Vakfı nın İBB ile olan sözleşmesini tek taraflı olarak feshettiğini duyurdu.,19
